,Susceptible,Exposed,Infected,Resistant,Dead
1073,478,0,0,89,1025
1074,478,0,0,89,1025
1075,478,0,0,89,1025
1076,478,0,0,89,1025
1077,478,0,0,89,1025
1078,478,0,0,89,1025
1079,478,0,0,89,1025
1080,478,0,0,89,1025
1081,478,0,0,89,1025
1082,478,0,0,89,1025
1083,478,0,0,89,1025
1084,478,0,0,89,1025
1085,478,0,0,89,1025
1086,478,0,0,89,1025
1087,478,0,0,89,1025
1088,478,0,0,89,1025
1089,478,0,0,89,1025
1090,478,0,0,89,1025
1091,478,0,0,89,1025
1092,478,0,0,89,1025
1093,478,0,0,89,1025
1094,478,0,0,89,1025
1095,478,0,0,89,1025
1096,478,0,0,89,1025
1097,478,0,0,89,1025
1098,478,0,0,89,1025
1099,478,0,0,89,1025
1100,478,0,0,89,1025
1101,478,0,0,89,1025
1102,478,0,0,89,1025
1103,478,0,0,89,1025
1104,478,0,0,89,1025
1105,478,0,0,89,1025
1106,478,0,0,89,1025
1107,478,0,0,89,1025
1108,478,0,0,89,1025
1109,478,0,0,89,1025
1110,478,0,0,89,1025
1111,478,0,0,89,1025
1112,478,0,0,89,1025
1113,478,0,0,89,1025
1114,478,0,0,89,1025
1115,478,0,0,89,1025
1116,478,0,0,89,1025
1117,478,0,0,89,1025
1118,478,0,0,89,1025
1119,478,0,0,89,1025
1120,478,0,0,89,1025
1121,478,0,0,89,1025
1122,478,0,0,89,1025
1123,478,0,0,89,1025
1124,478,0,0,89,1025
1125,478,0,0,89,1025
1126,478,0,0,89,1025
1127,478,0,0,89,1025
1128,478,0,0,89,1025
1129,478,0,0,89,1025
1130,478,0,0,89,1025
1131,478,0,0,89,1025
1132,478,0,0,89,1025
1133,478,0,0,89,1025
1134,478,0,0,89,1025
1135,478,0,0,89,1025
1136,478,0,0,89,1025
1137,478,0,0,89,1025
1138,478,0,0,89,1025
1139,478,0,0,89,1025
1140,478,0,0,89,1025
1141,478,0,0,89,1025
1142,478,0,0,89,1025
1143,478,0,0,89,1025
1144,478,0,0,89,1025
1145,478,0,0,89,1025
1146,478,0,0,89,1025
1147,478,0,0,89,1025
1148,478,0,0,89,1025
1149,478,0,0,89,1025
1150,478,0,0,89,1025
1151,478,0,0,89,1025
1152,478,0,0,89,1025
1153,478,0,0,89,1025
1154,478,0,0,89,1025
1155,478,0,0,89,1025
1156,478,0,0,89,1025
1157,478,0,0,89,1025
1158,478,0,0,89,1025
1159,478,0,0,89,1025
1160,478,0,0,89,1025
1161,478,0,0,89,1025
1162,478,0,0,89,1025
1163,478,0,0,89,1025
1164,478,0,0,89,1025
1165,478,0,0,89,1025
1166,478,0,0,89,1025
1167,478,0,0,89,1025
1168,478,0,0,89,1025
1169,478,0,0,89,1025
1170,478,0,0,89,1025
1171,478,0,0,89,1025
1172,478,0,0,89,1025
1173,478,0,0,89,1025
1174,478,0,0,89,1025
1175,478,0,0,89,1025
1176,478,0,0,89,1025
1177,478,0,0,89,1025
1178,478,0,0,89,1025
1179,478,0,0,89,1025
1180,478,0,0,89,1025
1181,478,0,0,89,1025
1182,478,0,0,89,1025
1183,478,0,0,89,1025
1184,478,0,0,89,1025
1185,478,0,0,89,1025
1186,478,0,0,89,1025
1187,478,0,0,89,1025
1188,478,0,0,89,1025
1189,478,0,0,89,1025
1190,478,0,0,89,1025
1191,478,0,0,89,1025
1192,478,0,0,89,1025
1193,478,0,0,89,1025
1194,478,0,0,89,1025
1195,478,0,0,89,1025
1196,478,0,0,89,1025
1197,478,0,0,89,1025
1198,478,0,0,89,1025
1199,478,0,0,89,1025
1200,478,0,0,89,1025
1201,478,0,0,89,1025
1202,478,0,0,89,1025
1203,478,0,0,89,1025
1204,478,0,0,89,1025
1205,478,0,0,89,1025
1206,478,0,0,89,1025
1207,478,0,0,89,1025
1208,478,0,0,89,1025
1209,478,0,0,89,1025
1210,478,0,0,89,1025
1211,478,0,0,89,1025
1212,478,0,0,89,1025
1213,478,0,0,89,1025
1214,478,0,0,89,1025
1215,478,0,0,89,1025
1216,478,0,0,89,1025
1217,478,0,0,89,1025
1218,478,0,0,89,1025
1219,478,0,0,89,1025
1220,478,0,0,89,1025
1221,478,0,0,89,1025
1222,478,0,0,89,1025
1223,478,0,0,89,1025
1224,478,0,0,89,1025
1225,478,0,0,89,1025
1226,478,0,0,89,1025
1227,478,0,0,89,1025
1228,478,0,0,89,1025
1229,478,0,0,89,1025
1230,478,0,0,89,1025
1231,478,0,0,89,1025
1232,478,0,0,89,1025
1233,478,0,0,89,1025
1234,478,0,0,89,1025
1235,478,0,0,89,1025
1236,478,0,0,89,1025
1237,478,0,0,89,1025
1238,478,0,0,89,1025
1239,478,0,0,89,1025
1240,478,0,0,89,1025
1241,478,0,0,89,1025
1242,478,0,0,89,1025
1243,478,0,0,89,1025
1244,478,0,0,89,1025
1245,478,0,0,89,1025
1246,478,0,0,89,1025
1247,478,0,0,89,1025
1248,478,0,0,89,1025
1249,478,0,0,89,1025
1250,478,0,0,89,1025
1251,478,0,0,89,1025
1252,478,0,0,89,1025
1253,478,0,0,89,1025
1254,478,0,0,89,1025
1255,478,0,0,89,1025
1256,478,0,0,89,1025
1257,478,0,0,89,1025
1258,478,0,0,89,1025
1259,478,0,0,89,1025
1260,478,0,0,89,1025
1261,478,0,0,89,1025
1262,478,0,0,89,1025
1263,478,0,0,89,1025
1264,478,0,0,89,1025
1265,478,0,0,89,1025
1266,478,0,0,89,1025
1267,478,0,0,89,1025
1268,478,0,0,89,1025
1269,478,0,0,89,1025
1270,478,0,0,89,1025
1271,478,0,0,89,1025
1272,478,0,0,89,1025
1273,478,0,0,89,1025
1274,478,0,0,89,1025
1275,478,0,0,89,1025
1276,478,0,0,89,1025
1277,478,0,0,89,1025
1278,478,0,0,89,1025
1279,478,0,0,89,1025
1280,478,0,0,89,1025
1281,478,0,0,89,1025
1282,478,0,0,89,1025
1283,478,0,0,89,1025
1284,478,0,0,89,1025
1285,478,0,0,89,1025
1286,478,0,0,89,1025
1287,478,0,0,89,1025
1288,478,0,0,89,1025
1289,478,0,0,89,1025
1290,478,0,0,89,1025
1291,478,0,0,89,1025
1292,478,0,0,89,1025
1293,478,0,0,89,1025
1294,478,0,0,89,1025
1295,478,0,0,89,1025
1296,478,0,0,89,1025
1297,478,0,0,89,1025
1298,478,0,0,89,1025
1299,478,0,0,89,1025
1300,478,0,0,89,1025
1301,478,0,0,89,1025
1302,478,0,0,89,1025
1303,478,0,0,89,1025
1304,478,0,0,89,1025
1305,478,0,0,89,1025
1306,478,0,0,89,1025
1307,478,0,0,89,1025
1308,478,0,0,89,1025
1309,478,0,0,89,1025
1310,478,0,0,89,1025
1311,478,0,0,89,1025
1312,478,0,0,89,1025
1313,478,0,0,89,1025
1314,478,0,0,89,1025
1315,478,0,0,89,1025
1316,478,0,0,89,1025
1317,478,0,0,89,1025
1318,478,0,0,89,1025
1319,478,0,0,89,1025
1320,478,0,0,89,1025
1321,478,0,0,89,1025
1322,478,0,0,89,1025
1323,478,0,0,89,1025
1324,478,0,0,89,1025
1325,478,0,0,89,1025
1326,478,0,0,89,1025
1327,478,0,0,89,1025
1328,478,0,0,89,1025
1329,478,0,0,89,1025
1330,478,0,0,89,1025
1331,478,0,0,89,1025
1332,478,0,0,89,1025
1333,478,0,0,89,1025
1334,478,0,0,89,1025
1335,478,0,0,89,1025
1336,478,0,0,89,1025
1337,478,0,0,89,1025
1338,478,0,0,89,1025
1339,478,0,0,89,1025
1340,478,0,0,89,1025
1341,478,0,0,89,1025
1342,478,0,0,89,1025
1343,478,0,0,89,1025
1344,478,0,0,89,1025
1345,478,0,0,89,1025
1346,478,0,0,89,1025
1347,478,0,0,89,1025
1348,478,0,0,89,1025
1349,478,0,0,89,1025
1350,478,0,0,89,1025
1351,478,0,0,89,1025
1352,478,0,0,89,1025
1353,478,0,0,89,1025
1354,478,0,0,89,1025
1355,478,0,0,89,1025
1356,478,0,0,89,1025
1357,478,0,0,89,1025
1358,478,0,0,89,1025
1359,478,0,0,89,1025
1360,478,0,0,89,1025
1361,478,0,0,89,1025
1362,478,0,0,89,1025
1363,478,0,0,89,1025
1364,478,0,0,89,1025
1365,478,0,0,89,1025
1366,478,0,0,89,1025
1367,478,0,0,89,1025
1368,478,0,0,89,1025
1369,478,0,0,89,1025
1370,478,0,0,89,1025
1371,478,0,0,89,1025
1372,478,0,0,89,1025
1373,478,0,0,89,1025
1374,478,0,0,89,1025
1375,478,0,0,89,1025
1376,478,0,0,89,1025
1377,478,0,0,89,1025
1378,478,0,0,89,1025
1379,478,0,0,89,1025
1380,478,0,0,89,1025
1381,478,0,0,89,1025
1382,478,0,0,89,1025
1383,478,0,0,89,1025
1384,478,0,0,89,1025
1385,478,0,0,89,1025
1386,478,0,0,89,1025
1387,478,0,0,89,1025
1388,478,0,0,89,1025
1389,478,0,0,89,1025
1390,478,0,0,89,1025
1391,478,0,0,89,1025
1392,478,0,0,89,1025
1393,478,0,0,89,1025
1394,478,0,0,89,1025
1395,478,0,0,89,1025
1396,478,0,0,89,1025
1397,478,0,0,89,1025
1398,478,0,0,89,1025
1399,478,0,0,89,1025
1400,478,0,0,89,1025
1401,478,0,0,89,1025
1402,478,0,0,89,1025
1403,478,0,0,89,1025
1404,478,0,0,89,1025
1405,478,0,0,89,1025
1406,478,0,0,89,1025
1407,478,0,0,89,1025
1408,478,0,0,89,1025
1409,478,0,0,89,1025
1410,478,0,0,89,1025
1411,478,0,0,89,1025
1412,478,0,0,89,1025
1413,478,0,0,89,1025
1414,478,0,0,89,1025
1415,478,0,0,89,1025
1416,478,0,0,89,1025
1417,478,0,0,89,1025
1418,478,0,0,89,1025
1419,478,0,0,89,1025
1420,478,0,0,89,1025
1421,478,0,0,89,1025
1422,478,0,0,89,1025
1423,478,0,0,89,1025
1424,478,0,0,89,1025
1425,478,0,0,89,1025
1426,478,0,0,89,1025
1427,478,0,0,89,1025
1428,478,0,0,89,1025
1429,478,0,0,89,1025
1430,478,0,0,89,1025
1431,478,0,0,89,1025
1432,478,0,0,89,1025
1433,478,0,0,89,1025
1434,478,0,0,89,1025
1435,478,0,0,89,1025
1436,478,0,0,89,1025
1437,478,0,0,89,1025
1438,478,0,0,89,1025
1439,478,0,0,89,1025
1440,478,0,0,89,1025
1441,478,0,0,89,1025
1442,478,0,0,89,1025
1443,478,0,0,89,1025
1444,478,0,0,89,1025
1445,478,0,0,89,1025
1446,478,0,0,89,1025
1447,478,0,0,89,1025
1448,478,0,0,89,1025
1449,478,0,0,89,1025
1450,478,0,0,89,1025
1451,478,0,0,89,1025
1452,478,0,0,89,1025
1453,478,0,0,89,1025
1454,478,0,0,89,1025
1455,478,0,0,89,1025
1456,478,0,0,89,1025
1457,478,0,0,89,1025
1458,478,0,0,89,1025
1459,478,0,0,89,1025
1460,478,0,0,89,1025
1461,478,0,0,89,1025
1462,478,0,0,89,1025
1463,478,0,0,89,1025
1464,478,0,0,89,1025
1465,478,0,0,89,1025
1466,478,0,0,89,1025
1467,478,0,0,89,1025
1468,478,0,0,89,1025
1469,478,0,0,89,1025
1470,478,0,0,89,1025
1471,478,0,0,89,1025
1472,478,0,0,89,1025
1473,478,0,0,89,1025
1474,478,0,0,89,1025
1475,478,0,0,89,1025
1476,478,0,0,89,1025
1477,478,0,0,89,1025
1478,478,0,0,89,1025
1479,478,0,0,89,1025
1480,478,0,0,89,1025
1481,478,0,0,89,1025
1482,478,0,0,89,1025
1483,478,0,0,89,1025
1484,478,0,0,89,1025
1485,478,0,0,89,1025
1486,478,0,0,89,1025
1487,478,0,0,89,1025
1488,478,0,0,89,1025
1489,478,0,0,89,1025
1490,478,0,0,89,1025
1491,478,0,0,89,1025
1492,478,0,0,89,1025
1493,478,0,0,89,1025
1494,478,0,0,89,1025
1495,478,0,0,89,1025
1496,478,0,0,89,1025
1497,478,0,0,89,1025
1498,478,0,0,89,1025
1499,478,0,0,89,1025
1500,478,0,0,89,1025
1501,478,0,0,89,1025
1502,478,0,0,89,1025
1503,478,0,0,89,1025
1504,478,0,0,89,1025
1505,478,0,0,89,1025
1506,478,0,0,89,1025
1507,478,0,0,89,1025
1508,478,0,0,89,1025
1509,478,0,0,89,1025
1510,478,0,0,89,1025
1511,478,0,0,89,1025
1512,478,0,0,89,1025
1513,478,0,0,89,1025
1514,478,0,0,89,1025
1515,478,0,0,89,1025
1516,478,0,0,89,1025
1517,478,0,0,89,1025
1518,478,0,0,89,1025
1519,478,0,0,89,1025
1520,478,0,0,89,1025
1521,478,0,0,89,1025
1522,478,0,0,89,1025
1523,478,0,0,89,1025
1524,478,0,0,89,1025
1525,478,0,0,89,1025
1526,478,0,0,89,1025
1527,478,0,0,89,1025
1528,478,0,0,89,1025
1529,478,0,0,89,1025
1530,478,0,0,89,1025
1531,478,0,0,89,1025
1532,478,0,0,89,1025
1533,478,0,0,89,1025
1534,478,0,0,89,1025
1535,478,0,0,89,1025
1536,478,0,0,89,1025
1537,478,0,0,89,1025
1538,478,0,0,89,1025
1539,478,0,0,89,1025
1540,478,0,0,89,1025
1541,478,0,0,89,1025
1542,478,0,0,89,1025
1543,478,0,0,89,1025
1544,478,0,0,89,1025
1545,478,0,0,89,1025
1546,478,0,0,89,1025
1547,478,0,0,89,1025
1548,478,0,0,89,1025
1549,478,0,0,89,1025
1550,478,0,0,89,1025
1551,478,0,0,89,1025
1552,478,0,0,89,1025
1553,478,0,0,89,1025
1554,478,0,0,89,1025
1555,478,0,0,89,1025
1556,478,0,0,89,1025
1557,478,0,0,89,1025
1558,478,0,0,89,1025
1559,478,0,0,89,1025
1560,478,0,0,89,1025
1561,478,0,0,89,1025
1562,478,0,0,89,1025
1563,478,0,0,89,1025
1564,478,0,0,89,1025
1565,478,0,0,89,1025
1566,478,0,0,89,1025
1567,478,0,0,89,1025
1568,478,0,0,89,1025
1569,478,0,0,89,1025
1570,478,0,0,89,1025
1571,478,0,0,89,1025
1572,478,0,0,89,1025
1573,478,0,0,89,1025
1574,478,0,0,89,1025
1575,478,0,0,89,1025
1576,478,0,0,89,1025
1577,478,0,0,89,1025
1578,478,0,0,89,1025
1579,478,0,0,89,1025
1580,478,0,0,89,1025
1581,478,0,0,89,1025
1582,478,0,0,89,1025
1583,478,0,0,89,1025
1584,478,0,0,89,1025
1585,478,0,0,89,1025
1586,478,0,0,89,1025
1587,478,0,0,89,1025
1588,478,0,0,89,1025
1589,478,0,0,89,1025
1590,478,0,0,89,1025
1591,478,0,0,89,1025
1592,478,0,0,89,1025
1593,478,0,0,89,1025
1594,478,0,0,89,1025
1595,478,0,0,89,1025
1596,478,0,0,89,1025
1597,478,0,0,89,1025
1598,478,0,0,89,1025
1599,478,0,0,89,1025
1600,478,0,0,89,1025
1601,478,0,0,89,1025
1602,478,0,0,89,1025
1603,478,0,0,89,1025
1604,478,0,0,89,1025
1605,478,0,0,89,1025
1606,478,0,0,89,1025
1607,478,0,0,89,1025
1608,478,0,0,89,1025
1609,478,0,0,89,1025
1610,478,0,0,89,1025
1611,478,0,0,89,1025
1612,478,0,0,89,1025
1613,478,0,0,89,1025
1614,478,0,0,89,1025
1615,478,0,0,89,1025
1616,478,0,0,89,1025
1617,478,0,0,89,1025
1618,478,0,0,89,1025
1619,478,0,0,89,1025
1620,478,0,0,89,1025
1621,478,0,0,89,1025
1622,478,0,0,89,1025
1623,478,0,0,89,1025
1624,478,0,0,89,1025
1625,478,0,0,89,1025
1626,478,0,0,89,1025
1627,478,0,0,89,1025
1628,478,0,0,89,1025
1629,478,0,0,89,1025
1630,478,0,0,89,1025
1631,478,0,0,89,1025
1632,478,0,0,89,1025
1633,478,0,0,89,1025
1634,478,0,0,89,1025
1635,478,0,0,89,1025
1636,478,0,0,89,1025
1637,478,0,0,89,1025
1638,478,0,0,89,1025
1639,478,0,0,89,1025
1640,478,0,0,89,1025
1641,478,0,0,89,1025
1642,478,0,0,89,1025
1643,478,0,0,89,1025
1644,478,0,0,89,1025
1645,478,0,0,89,1025
1646,478,0,0,89,1025
1647,478,0,0,89,1025
1648,478,0,0,89,1025
1649,478,0,0,89,1025
1650,478,0,0,89,1025
1651,478,0,0,89,1025
1652,478,0,0,89,1025
1653,478,0,0,89,1025
1654,478,0,0,89,1025
1655,478,0,0,89,1025
1656,478,0,0,89,1025
1657,478,0,0,89,1025
1658,478,0,0,89,1025
1659,478,0,0,89,1025
1660,478,0,0,89,1025
1661,478,0,0,89,1025
1662,478,0,0,89,1025
1663,478,0,0,89,1025
1664,478,0,0,89,1025
1665,478,0,0,89,1025
1666,478,0,0,89,1025
1667,478,0,0,89,1025
1668,478,0,0,89,1025
1669,478,0,0,89,1025
1670,478,0,0,89,1025
1671,478,0,0,89,1025
1672,478,0,0,89,1025
1673,478,0,0,89,1025
1674,478,0,0,89,1025
1675,478,0,0,89,1025
1676,478,0,0,89,1025
1677,478,0,0,89,1025
1678,478,0,0,89,1025
1679,478,0,0,89,1025
1680,478,0,0,89,1025
1681,478,0,0,89,1025
1682,478,0,0,89,1025
1683,478,0,0,89,1025
1684,478,0,0,89,1025
1685,478,0,0,89,1025
1686,478,0,0,89,1025
1687,478,0,0,89,1025
1688,478,0,0,89,1025
1689,478,0,0,89,1025
1690,478,0,0,89,1025
1691,478,0,0,89,1025
1692,478,0,0,89,1025
1693,478,0,0,89,1025
1694,478,0,0,89,1025
1695,478,0,0,89,1025
1696,478,0,0,89,1025
1697,478,0,0,89,1025
1698,478,0,0,89,1025
1699,478,0,0,89,1025
1700,478,0,0,89,1025
1701,478,0,0,89,1025
1702,478,0,0,89,1025
1703,478,0,0,89,1025
1704,478,0,0,89,1025
1705,478,0,0,89,1025
1706,478,0,0,89,1025
1707,478,0,0,89,1025
1708,478,0,0,89,1025
1709,478,0,0,89,1025
1710,478,0,0,89,1025
1711,478,0,0,89,1025
1712,478,0,0,89,1025
1713,478,0,0,89,1025
1714,478,0,0,89,1025
1715,478,0,0,89,1025
1716,478,0,0,89,1025
1717,478,0,0,89,1025
1718,478,0,0,89,1025
1719,478,0,0,89,1025
1720,478,0,0,89,1025
1721,478,0,0,89,1025
1722,478,0,0,89,1025
1723,478,0,0,89,1025
1724,478,0,0,89,1025
1725,478,0,0,89,1025
1726,478,0,0,89,1025
1727,478,0,0,89,1025
1728,478,0,0,89,1025
1729,478,0,0,89,1025
1730,478,0,0,89,1025
1731,478,0,0,89,1025
1732,478,0,0,89,1025
1733,478,0,0,89,1025
1734,478,0,0,89,1025
1735,478,0,0,89,1025
1736,478,0,0,89,1025
1737,478,0,0,89,1025
1738,478,0,0,89,1025
1739,478,0,0,89,1025
1740,478,0,0,89,1025
1741,478,0,0,89,1025
1742,478,0,0,89,1025
1743,478,0,0,89,1025
1744,478,0,0,89,1025
1745,478,0,0,89,1025
1746,478,0,0,89,1025
1747,478,0,0,89,1025
1748,478,0,0,89,1025
1749,478,0,0,89,1025
1750,478,0,0,89,1025
1751,478,0,0,89,1025
1752,478,0,0,89,1025
1753,478,0,0,89,1025
1754,478,0,0,89,1025
1755,478,0,0,89,1025
1756,478,0,0,89,1025
1757,478,0,0,89,1025
1758,478,0,0,89,1025
1759,478,0,0,89,1025
1760,478,0,0,89,1025
1761,478,0,0,89,1025
1762,478,0,0,89,1025
1763,478,0,0,89,1025
1764,478,0,0,89,1025
1765,478,0,0,89,1025
1766,478,0,0,89,1025
1767,478,0,0,89,1025
1768,478,0,0,89,1025
1769,478,0,0,89,1025
1770,478,0,0,89,1025
1771,478,0,0,89,1025
1772,478,0,0,89,1025
1773,478,0,0,89,1025
1774,478,0,0,89,1025
1775,478,0,0,89,1025
1776,478,0,0,89,1025
1777,478,0,0,89,1025
1778,478,0,0,89,1025
1779,478,0,0,89,1025
1780,478,0,0,89,1025
1781,478,0,0,89,1025
1782,478,0,0,89,1025
1783,478,0,0,89,1025
1784,478,0,0,89,1025
1785,478,0,0,89,1025
1786,478,0,0,89,1025
1787,478,0,0,89,1025
1788,478,0,0,89,1025
1789,478,0,0,89,1025
1790,478,0,0,89,1025
1791,478,0,0,89,1025
1792,478,0,0,89,1025
1793,478,0,0,89,1025
1794,478,0,0,89,1025
1795,478,0,0,89,1025
1796,478,0,0,89,1025
1797,478,0,0,89,1025
1798,478,0,0,89,1025
1799,478,0,0,89,1025
1800,478,0,0,89,1025
1801,478,0,0,89,1025
1802,478,0,0,89,1025
1803,478,0,0,89,1025
1804,478,0,0,89,1025
1805,478,0,0,89,1025
1806,478,0,0,89,1025
1807,478,0,0,89,1025
1808,478,0,0,89,1025
1809,478,0,0,89,1025
1810,478,0,0,89,1025
1811,478,0,0,89,1025
1812,478,0,0,89,1025
1813,478,0,0,89,1025
1814,478,0,0,89,1025
1815,478,0,0,89,1025
1816,478,0,0,89,1025
1817,478,0,0,89,1025
1818,478,0,0,89,1025
1819,478,0,0,89,1025
1820,478,0,0,89,1025
1821,478,0,0,89,1025
1822,478,0,0,89,1025
1823,478,0,0,89,1025
1824,478,0,0,89,1025
1825,478,0,0,89,1025
1826,478,0,0,89,1025
1827,478,0,0,89,1025
1828,478,0,0,89,1025
1829,478,0,0,89,1025
1830,478,0,0,89,1025
1831,478,0,0,89,1025
1832,478,0,0,89,1025
1833,478,0,0,89,1025
1834,478,0,0,89,1025
1835,478,0,0,89,1025
1836,478,0,0,89,1025
1837,478,0,0,89,1025
1838,478,0,0,89,1025
1839,478,0,0,89,1025
1840,478,0,0,89,1025
1841,478,0,0,89,1025
1842,478,0,0,89,1025
1843,478,0,0,89,1025
1844,478,0,0,89,1025
1845,478,0,0,89,1025
1846,478,0,0,89,1025
1847,478,0,0,89,1025
1848,478,0,0,89,1025
1849,478,0,0,89,1025
1850,478,0,0,89,1025
1851,478,0,0,89,1025
1852,478,0,0,89,1025
1853,478,0,0,89,1025
1854,478,0,0,89,1025
1855,478,0,0,89,1025
1856,478,0,0,89,1025
1857,478,0,0,89,1025
1858,478,0,0,89,1025
1859,478,0,0,89,1025
1860,478,0,0,89,1025
1861,478,0,0,89,1025
1862,478,0,0,89,1025
1863,478,0,0,89,1025
1864,478,0,0,89,1025
1865,478,0,0,89,1025
1866,478,0,0,89,1025
1867,478,0,0,89,1025
1868,478,0,0,89,1025
1869,478,0,0,89,1025
1870,478,0,0,89,1025
1871,478,0,0,89,1025
1872,478,0,0,89,1025
1873,478,0,0,89,1025
1874,478,0,0,89,1025
1875,478,0,0,89,1025
1876,478,0,0,89,1025
1877,478,0,0,89,1025
1878,478,0,0,89,1025
1879,478,0,0,89,1025
1880,478,0,0,89,1025
1881,478,0,0,89,1025
1882,478,0,0,89,1025
1883,478,0,0,89,1025
1884,478,0,0,89,1025
1885,478,0,0,89,1025
1886,478,0,0,89,1025
1887,478,0,0,89,1025
1888,478,0,0,89,1025
1889,478,0,0,89,1025
1890,478,0,0,89,1025
1891,478,0,0,89,1025
1892,478,0,0,89,1025
1893,478,0,0,89,1025
1894,478,0,0,89,1025
1895,478,0,0,89,1025
1896,478,0,0,89,1025
1897,478,0,0,89,1025
1898,478,0,0,89,1025
1899,478,0,0,89,1025
1900,478,0,0,89,1025
1901,478,0,0,89,1025
1902,478,0,0,89,1025
1903,478,0,0,89,1025
1904,478,0,0,89,1025
1905,478,0,0,89,1025
1906,478,0,0,89,1025
1907,478,0,0,89,1025
1908,478,0,0,89,1025
1909,478,0,0,89,1025
1910,478,0,0,89,1025
1911,478,0,0,89,1025
1912,478,0,0,89,1025
1913,478,0,0,89,1025
1914,478,0,0,89,1025
1915,478,0,0,89,1025
1916,478,0,0,89,1025
1917,478,0,0,89,1025
1918,478,0,0,89,1025
1919,478,0,0,89,1025
1920,478,0,0,89,1025
1921,478,0,0,89,1025
1922,478,0,0,89,1025
1923,478,0,0,89,1025
1924,478,0,0,89,1025
1925,478,0,0,89,1025
1926,478,0,0,89,1025
1927,478,0,0,89,1025
1928,478,0,0,89,1025
1929,478,0,0,89,1025
1930,478,0,0,89,1025
1931,478,0,0,89,1025
1932,478,0,0,89,1025
1933,478,0,0,89,1025
1934,478,0,0,89,1025
1935,478,0,0,89,1025
1936,478,0,0,89,1025
1937,478,0,0,89,1025
1938,478,0,0,89,1025
1939,478,0,0,89,1025
1940,478,0,0,89,1025
1941,478,0,0,89,1025
1942,478,0,0,89,1025
1943,478,0,0,89,1025
1944,478,0,0,89,1025
1945,478,0,0,89,1025
1946,478,0,0,89,1025
1947,478,0,0,89,1025
1948,478,0,0,89,1025
1949,478,0,0,89,1025
1950,478,0,0,89,1025
1951,478,0,0,89,1025
1952,478,0,0,89,1025
1953,478,0,0,89,1025
1954,478,0,0,89,1025
1955,478,0,0,89,1025
1956,478,0,0,89,1025
1957,478,0,0,89,1025
1958,478,0,0,89,1025
1959,478,0,0,89,1025
1960,478,0,0,89,1025
1961,478,0,0,89,1025
1962,478,0,0,89,1025
1963,478,0,0,89,1025
1964,478,0,0,89,1025
1965,478,0,0,89,1025
1966,478,0,0,89,1025
1967,478,0,0,89,1025
1968,478,0,0,89,1025
1969,478,0,0,89,1025
1970,478,0,0,89,1025
1971,478,0,0,89,1025
1972,478,0,0,89,1025
1973,478,0,0,89,1025
1974,478,0,0,89,1025
1975,478,0,0,89,1025
1976,478,0,0,89,1025
1977,478,0,0,89,1025
1978,478,0,0,89,1025
1979,478,0,0,89,1025
1980,478,0,0,89,1025
1981,478,0,0,89,1025
1982,478,0,0,89,1025
1983,478,0,0,89,1025
1984,478,0,0,89,1025
1985,478,0,0,89,1025
1986,478,0,0,89,1025
1987,478,0,0,89,1025
1988,478,0,0,89,1025
1989,478,0,0,89,1025
1990,478,0,0,89,1025
1991,478,0,0,89,1025
1992,478,0,0,89,1025
1993,478,0,0,89,1025
1994,478,0,0,89,1025
1995,478,0,0,89,1025
1996,478,0,0,89,1025
1997,478,0,0,89,1025
1998,478,0,0,89,1025
1999,478,0,0,89,1025
